Run_nr ,Alpha ,Delta_Pb ,P_bar   ,T     ,rpm    ,rho   ,P001     ,P002     ,P003     ,P004    ,P005    ,P006    ,P007    ,P008    ,P009    ,P010    ,P011    ,P012    ,P013    ,P014    ,P015    ,P016    ,P017    ,P018    ,P019    ,P020    ,P021    ,P022    ,P023   ,P024   ,P025   ,P026     ,P027    ,P028    ,P029    ,P030    ,P031    ,P032    ,P033    ,P034    ,P035    ,P036   ,P037   ,P038   ,P039   ,P040   ,P041   ,P042   ,P043   ,P044   ,P045   ,P046   ,P047  ,P048  ,P049   ,P050   ,P051   ,P052   ,P053   ,P054   ,P055   ,P056   ,P057   ,P058   ,P059   ,P060   ,P061   ,P062   ,P063   ,P064   ,P065   ,P066   ,P067   ,P068   ,P069   ,P070   ,P071   ,P072   ,P073   ,P074   ,P075   ,P076   ,P077   ,P078   ,P079   ,P080   ,P081   ,P082   ,P083   ,P084   ,P085   ,P086   ,P087   ,P088   ,P089   ,P090   ,P091   ,P092   ,P093   ,P094   ,P095   ,P096   ,P097   ,P098  ,P099  ,P100  ,P101  ,P102  ,P103  ,P104  ,P105  ,P106  ,P107  ,P108  ,P109  ,P110  ,P111  ,P112  ,P113
    19 ,6.7   ,  144.89 ,1008.99 ,24.21 ,920.24 ,1.182 ,-448.48  ,-433.04  ,-442.87  ,-428.78 ,-376.52 ,-326.57 ,-296.12 ,-280.48 ,-256    ,-236.51 ,-209.69 ,-209.77 ,-197.01 ,-172.88 ,-154.13 ,-131.57 ,-105.78 ,-89.93  ,-71.12  ,-59.96  ,-42.35  ,-18.33  ,0.48   ,16.17  ,39.94  ,-449.15  ,265.61  ,284.41  ,199.08  ,138.76  ,107.94  ,87.82   ,73.99   ,63.94   ,55.66   ,49     ,43.64  ,38.08  ,35.62  ,32.4   ,30.21  ,28.64  ,28.58  ,28.66  ,30.88  ,33.3   ,36.54 ,40.57 ,39.94  ,307.5  ,306.14 ,306.7  ,306.03 ,307.62 ,307.62 ,306.72 ,307.37 ,308.29 ,308.7  ,308.35 ,305.92 ,306.77 ,306.42 ,307.02 ,306.41 ,307.27 ,307.3  ,308.18 ,308.29 ,306.99 ,308.55 ,308.79 ,304.7  ,290.98 ,255.49 ,245.7  ,266.53 ,293.11 ,307.11 ,306.21 ,309.04 ,303.37 ,308.35 ,303    ,302.24 ,301.49 ,301.76 ,299.83 ,302.39 ,299.82 ,304.28 ,302.97 ,301.07 ,302.33 ,303.78 ,303.58 ,303.56 ,11.55 ,17.77 ,18.6  ,17.19 ,16.05 ,16.15 ,17.5  ,15.51 ,14.52 ,12.95 ,13.03 ,18.13 ,0.3   ,-0.05 ,-0.17 ,0.08
    20 ,6.8   ,  143.96 ,1009.02 ,24.23 ,920.03 ,1.182 ,-473.55  ,-441     ,-451.42  ,-434.3  ,-379.91 ,-328.96 ,-299.02 ,-282.62 ,-258.47 ,-239.15 ,-212.37 ,-212.19 ,-195.25 ,-172.02 ,-154.81 ,-133.42 ,-107.41 ,-91.44  ,-72.33  ,-60.82  ,-43.57  ,-19.34  ,-0.49  ,15.4   ,38.77  ,-473.75  ,259.57  ,284.15  ,199.97  ,139.49  ,108.27  ,88.24   ,74.19   ,63.99   ,55.6    ,48.9   ,43.42  ,37.64  ,35.3   ,32.06  ,29.75  ,28.09  ,28.02  ,28.01  ,30.05  ,32.48  ,35.59 ,39.68 ,38.77  ,305.11 ,303.79 ,304.37 ,303.7  ,305.1  ,305.25 ,304.4  ,304.9  ,305.8  ,306.18 ,305.94 ,303.53 ,304.47 ,303.88 ,304.64 ,303.89 ,304.97 ,305.14 ,305.91 ,305.81 ,304.54 ,306.3  ,306.42 ,301.19 ,284.65 ,250.21 ,243.94 ,266.19 ,292.17 ,304.74 ,303.89 ,306.6  ,304.94 ,308.45 ,304.55 ,303.48 ,302.93 ,303.03 ,301.1  ,303.86 ,301.12 ,305.6  ,304.48 ,302.41 ,303.73 ,305.16 ,304.97 ,304.95 ,11.21 ,17.54 ,18.4  ,16.98 ,15.79 ,15.92 ,17.32 ,15.35 ,14.22 ,12.62 ,12.72 ,17.95 ,0.19  ,-0.04 ,-0.19 ,0.11
    21 ,6.9   ,  142.56 ,1009.05 ,24.24 ,920.02 ,1.182 ,-493.98  ,-448.75  ,-454.78  ,-433.32 ,-378.17 ,-326.52 ,-296.76 ,-280.33 ,-255.85 ,-236.25 ,-209.43 ,-208.35 ,-188.61 ,-164.38 ,-152.38 ,-131.8  ,-105.52 ,-89.32  ,-70.39  ,-59.36  ,-41.73  ,-18.16  ,0.85   ,15.77  ,39.09  ,-493.75  ,252.48  ,282.94  ,200.71  ,140.83  ,109.92  ,89.82   ,75.98   ,65.82   ,57.37   ,50.63  ,45.18  ,39.35  ,36.96  ,33.66  ,31.36  ,29.68  ,29.45  ,29.39  ,31.45  ,33.63  ,36.65 ,40.51 ,39.09  ,301.89 ,300.68 ,301.02 ,300.51 ,301.87 ,302.13 ,301.09 ,301.68 ,302.41 ,302.62 ,302.66 ,300.31 ,301.13 ,300.37 ,301.37 ,300.68 ,301.73 ,301.75 ,302.53 ,302.5  ,301.1  ,303    ,303.03 ,297.08 ,278.72 ,245.44 ,242.45 ,266.64 ,291.47 ,301.89 ,300.79 ,303.42 ,303.54 ,306.83 ,303.27 ,302.41 ,301.97 ,301.86 ,299.8  ,302.59 ,299.71 ,304.31 ,303.25 ,301.23 ,302.49 ,303.95 ,303.8  ,303.79 ,11.73 ,18.13 ,18.96 ,17.53 ,16.32 ,16.37 ,17.8  ,15.78 ,14.74 ,13.15 ,13.24 ,18.53 ,0.26  ,-0.04 ,-0.19 ,0.12
    22 ,7     ,  144.98 ,1009.05 ,24.26 ,920.26 ,1.182 ,-528.23  ,-469.05  ,-471.28  ,-446.02 ,-387.09 ,-334.83 ,-303.27 ,-287.02 ,-261.56 ,-242.55 ,-214.11 ,-211.55 ,-189.39 ,-165.17 ,-155.03 ,-135.29 ,-108.64 ,-92.28  ,-72.36  ,-61.13  ,-42.88  ,-19.15  ,-0.18  ,14.85  ,38.52  ,-529.97  ,250.63  ,286.56  ,204.48  ,143.9   ,112.14  ,91.91   ,77.49   ,67.07   ,58.43   ,51.51  ,45.9   ,40.09  ,37.45  ,34.01  ,31.54  ,29.82  ,29.48  ,29.38  ,31.23  ,33.49  ,36.47 ,40.26 ,38.52  ,304.07 ,302.76 ,303.41 ,302.84 ,304.07 ,304.34 ,303.31 ,303.9  ,304.63 ,305.01 ,304.91 ,302.49 ,303.32 ,302.46 ,303.55 ,302.92 ,303.78 ,303.96 ,304.59 ,304.86 ,303.42 ,305.11 ,305.13 ,297.88 ,277.28 ,244.76 ,245.03 ,270.22 ,294.32 ,304.1  ,302.92 ,305.65 ,304.95 ,306.13 ,304.76 ,303.62 ,303.59 ,303.42 ,301.22 ,304.04 ,301.22 ,306.06 ,304.53 ,302.65 ,303.85 ,305.31 ,305.12 ,305.19 ,11.16 ,17.75 ,18.61 ,17.24 ,16.08 ,16.21 ,17.8  ,15.68 ,14.22 ,12.66 ,12.8  ,18.19 ,0.13  ,-0.1  ,-0.33 ,-0.2
    23 ,7.1   ,  144.15 ,1009.05 ,24.27 ,919.94 ,1.182 ,-526.67  ,-465.23  ,-468.56  ,-443.5  ,-384.97 ,-332.03 ,-300.93 ,-284.61 ,-260.09 ,-239.92 ,-212.21 ,-210.18 ,-187.11 ,-163.59 ,-153.48 ,-133.92 ,-107.11 ,-90.59  ,-71.11  ,-59.88  ,-42.04  ,-18.2   ,0.65   ,15.82  ,39.39  ,-528.04  ,249.99  ,286.62  ,204.92  ,144.03  ,112.72  ,92.76   ,78.2    ,67.83   ,59.22   ,52.3   ,46.72  ,40.75  ,38.24  ,34.83  ,32.38  ,30.7   ,30.36  ,30.19  ,32.05  ,34.3   ,37.27 ,41.13 ,39.39  ,303.77 ,302.53 ,303.07 ,302.53 ,303.68 ,303.94 ,303    ,303.62 ,304.28 ,304.7  ,304.68 ,302.24 ,303.09 ,302.53 ,303.28 ,302.7  ,303.64 ,303.74 ,304.43 ,304.58 ,303.15 ,304.82 ,304.91 ,297.44 ,276.63 ,244.12 ,245.39 ,270.89 ,295.11 ,304    ,302.64 ,305.34 ,303.47 ,306.75 ,303.04 ,302.29 ,301.99 ,301.82 ,299.77 ,302.54 ,299.73 ,304.29 ,303.05 ,301.09 ,302.36 ,303.75 ,303.48 ,303.7  ,11.13 ,17.83 ,18.64 ,17.24 ,16.03 ,16.18 ,17.89 ,15.78 ,14.19 ,12.66 ,12.76 ,18.26 ,0.17  ,-0.08 ,-0.26 ,-0.18
    24 ,7.2   ,  141.6  ,1009.06 ,24.27 ,919.13 ,1.182 ,-587.29  ,-495.48  ,-497.56  ,-463.26 ,-401.03 ,-344.59 ,-311.66 ,-294.32 ,-269.12 ,-249.88 ,-216.85 ,-211.39 ,-187.14 ,-167.17 ,-158.13 ,-138.61 ,-111.01 ,-93.57  ,-73.37  ,-61.8   ,-43.26  ,-19.02  ,-0.25  ,15.41  ,38.83  ,-589.98  ,245.79  ,292.73  ,211.44  ,149.83  ,117.61  ,96.5    ,81.82   ,70.98   ,62.07   ,54.77  ,49.02  ,42.91  ,40.03  ,36.43  ,33.81  ,31.9   ,31.46  ,31.15  ,32.91  ,35.06  ,37.92 ,41.56 ,38.83  ,307.92 ,306.62 ,307.1  ,306.66 ,308.13 ,308.19 ,307.16 ,307.87 ,308.73 ,309.12 ,308.87 ,306.48 ,307.32 ,306.86 ,307.25 ,306.7  ,307.62 ,307.75 ,308.72 ,308.74 ,307.42 ,309.02 ,308.67 ,297.89 ,273.38 ,243.86 ,249.91 ,277.8  ,300.86 ,308.3  ,306.64 ,309.47 ,302.49 ,305.3  ,301.8  ,301.25 ,300.97 ,300.7  ,298.68 ,301.32 ,298.56 ,303.73 ,301.96 ,299.99 ,301.32 ,302.66 ,302.51 ,302.44 ,11.31 ,17.92 ,18.74 ,17.3  ,16.1  ,16.15 ,17.74 ,15.76 ,14.31 ,12.73 ,12.83 ,18.38 ,0.63  ,-0.07 ,-0.17 ,0.1
    25 ,7.3   ,  145.55 ,1009.09 ,24.27 ,920.08 ,1.182 ,-607.1   ,-500.72  ,-498.61  ,-462.08 ,-398.32 ,-341.62 ,-309.28 ,-291.11 ,-266.12 ,-247.63 ,-211.99 ,-206.57 ,-182.45 ,-165.2  ,-157.27 ,-136.94 ,-109.24 ,-91.88  ,-72.24  ,-60.79  ,-42.92  ,-18.82  ,0.28   ,15.21  ,37.74  ,-607.6   ,236.46  ,289     ,210.53  ,149.81  ,117.2   ,96.72   ,81.97   ,71.26   ,62.35   ,55     ,49.3   ,43.12  ,40.3   ,36.65  ,33.99  ,32.07  ,31.57  ,31.18  ,32.8   ,34.87  ,37.58 ,41.14 ,37.74  ,302.5  ,301.2  ,301.72 ,301.28 ,302.61 ,302.87 ,301.75 ,302.23 ,303.18 ,303.32 ,303.43 ,301.24 ,301.76 ,300.84 ,302.13 ,301.39 ,302.34 ,302.51 ,303.2  ,303.36 ,301.99 ,303.78 ,302.99 ,290.27 ,265.3  ,238.62 ,248.36 ,276.19 ,296.6  ,302.95 ,301.48 ,304.01 ,307.59 ,309.48 ,307.07 ,305.95 ,305.97 ,305.86 ,303.65 ,306.48 ,303.58 ,308.81 ,307.13 ,304.95 ,306.09 ,307.78 ,307.49 ,307.65 ,11.65 ,18.41 ,19.23 ,17.77 ,16.47 ,16.45 ,17.96 ,15.93 ,14.71 ,13.05 ,13.12 ,18.89 ,0.59  ,-0.05 ,-0.17 ,0.13
    26 ,7.4   ,  144.35 ,1009.08 ,24.3  ,920.66 ,1.182 ,-640.48  ,-516.37  ,-514.7   ,-474.6  ,-407.05 ,-348.75 ,-314.5  ,-296.7  ,-271.83 ,-251.48 ,-214.91 ,-208.21 ,-184.54 ,-167.43 ,-159.85 ,-139.41 ,-111.43 ,-93.56  ,-73.24  ,-61.38  ,-43.25  ,-19.01  ,0.15   ,14.97  ,38.19  ,-642.32  ,234.41  ,292.94  ,214.48  ,153.61  ,120.57  ,99.02   ,84.3    ,73.31   ,64.22   ,56.75  ,50.86  ,44.43  ,41.59  ,37.83  ,35.07  ,33.05  ,32.49  ,32.01  ,33.58  ,35.57  ,38.29 ,41.73 ,38.19  ,305.65 ,304.35 ,305.01 ,304.32 ,305.85 ,305.96 ,304.99 ,305.6  ,306.34 ,306.68 ,306.61 ,304.3  ,305.06 ,304.3  ,305.18 ,304.54 ,305.51 ,305.53 ,306.35 ,306.51 ,305.2  ,306.92 ,305.78 ,290.87 ,264.6  ,239.91 ,252.24 ,280.71 ,300.59 ,306.11 ,304.5  ,307.14 ,304.48 ,307.15 ,304.03 ,303.05 ,303.08 ,302.77 ,300.72 ,303.42 ,300.57 ,305.81 ,303.87 ,302.08 ,303.24 ,304.71 ,304.48 ,304.56 ,10.86 ,17.69 ,18.51 ,17.05 ,15.78 ,15.75 ,17.33 ,15.34 ,13.98 ,12.33 ,12.39 ,18.19 ,-0.18 ,-0.06 ,-0.19 ,0.1
    27 ,7.6   ,  143.89 ,1009.11 ,24.33 ,919.91 ,1.182 ,-689.59  ,-535.87  ,-537.32  ,-490.47 ,-420.16 ,-359.5  ,-324.66 ,-305.33 ,-279.76 ,-255.55 ,-216.99 ,-211.03 ,-187.79 ,-172.57 ,-164.47 ,-142.95 ,-114.88 ,-96.29  ,-75.64  ,-62.97  ,-44.92  ,-20.57  ,-1.13  ,13.91  ,37.2   ,-692.07  ,230.33  ,296.96  ,218.74  ,157.41  ,123.59  ,101.12  ,86.23   ,74.84   ,65.58   ,57.79  ,51.76  ,45.12  ,42.12  ,38.22  ,35.33  ,33.16  ,32.48  ,31.96  ,33.42  ,35.37  ,38    ,41.57 ,37.2   ,308.35 ,307.21 ,307.54 ,307.12 ,308.82 ,308.45 ,307.71 ,308.24 ,309.32 ,309.68 ,309.32 ,306.93 ,307.85 ,307.45 ,307.86 ,307.37 ,308.32 ,308.16 ,309.21 ,309.32 ,307.92 ,309.48 ,307.32 ,288.67 ,261.46 ,240.69 ,257.58 ,286.65 ,304.35 ,309.05 ,307.27 ,310.1  ,306.45 ,309.58 ,305.96 ,304.82 ,304.74 ,304.71 ,302.65 ,305.55 ,302.49 ,307.53 ,306.01 ,304.09 ,305.21 ,306.79 ,306.44 ,306.79 ,11.44 ,18.48 ,19.29 ,17.8  ,16.52 ,16.42 ,18.07 ,15.99 ,14.59 ,12.9  ,12.97 ,18.99 ,0.15  ,-0.09 ,-0.25 ,-0.05
    28 ,7.8   ,  147.38 ,1009.11 ,24.35 ,920.31 ,1.182 ,-763.58  ,-572.48  ,-561.01  ,-505.19 ,-429.18 ,-366.85 ,-330.17 ,-311.59 ,-283.23 ,-251.55 ,-214.56 ,-208.21 ,-190.64 ,-173.9  ,-165.04 ,-143.34 ,-115.19 ,-96.13  ,-75.29  ,-62.68  ,-44.11  ,-19.85  ,-0.84  ,13.99  ,36.65  ,-763.96  ,215.55  ,297.8   ,223.86  ,162.39  ,128.03  ,104.99  ,90.03   ,78.38   ,68.92   ,60.83  ,54.57  ,47.93  ,44.58  ,40.6   ,37.42  ,35.06  ,34.24  ,33.49  ,34.75  ,36.49  ,38.93 ,42.21 ,36.65  ,307.11 ,305.81 ,306.39 ,305.69 ,307.23 ,307.29 ,306.32 ,306.97 ,307.79 ,308.2  ,307.93 ,305.71 ,306.42 ,305.88 ,306.46 ,305.86 ,306.84 ,306.94 ,307.89 ,307.89 ,306.57 ,307.9  ,303.51 ,279.81 ,253.57 ,239.4  ,260.06 ,288.22 ,303.63 ,307.48 ,305.77 ,308.55 ,310.39 ,312    ,310.23 ,308.77 ,308.96 ,308.55 ,306.66 ,309.43 ,306.66 ,311.62 ,310.06 ,308.05 ,309.2  ,310.6  ,310.53 ,310.56 ,10.81 ,18.05 ,18.84 ,17.29 ,15.9  ,15.61 ,17.18 ,15.16 ,14.03 ,12.27 ,12.33 ,18.52 ,-0.17 ,-0.08 ,-0.19 ,0.13
    29 ,8     ,  144.68 ,1009.1  ,24.36 ,918.77 ,1.182 ,-792.84  ,-580.35  ,-570.6   ,-510.73 ,-433.35 ,-371.38 ,-333.75 ,-314.27 ,-282.58 ,-250.21 ,-213.22 ,-208.78 ,-192.74 ,-175.39 ,-165.79 ,-143.75 ,-115.22 ,-96.44  ,-75.16  ,-62.75  ,-44.19  ,-20.24  ,-1.16  ,13.53  ,35.93  ,-792.76  ,209.16  ,298.14  ,225.17  ,163.91  ,129.76  ,106.16  ,91.16   ,79.37   ,69.77   ,61.66  ,55.29  ,48.5   ,45.11  ,41.08  ,37.84  ,35.41  ,34.5   ,33.67  ,34.89  ,36.51  ,38.87 ,42.09 ,35.93  ,306.21 ,304.88 ,305.44 ,304.84 ,306.33 ,306.43 ,305.45 ,306.11 ,306.77 ,307.38 ,307.11 ,304.88 ,305.52 ,305.11 ,305.66 ,304.96 ,305.97 ,306    ,307.07 ,307    ,305.68 ,306.83 ,300.64 ,275.41 ,249.54 ,238.95 ,261.4  ,289.65 ,303.29 ,306.61 ,305    ,307.7  ,306.9  ,309.23 ,306.75 ,305.37 ,305.3  ,305.08 ,303.01 ,305.87 ,302.92 ,307.89 ,306.47 ,304.33 ,305.55 ,307.13 ,307.07 ,307.14 ,10.18 ,17.51 ,18.32 ,16.78 ,15.44 ,15.13 ,16.74 ,14.85 ,13.39 ,11.64 ,11.74 ,18.04 ,-0.42 ,-0.09 ,-0.23 ,0.06
    30 ,8.2   ,  145.05 ,1009.11 ,24.37 ,919.6  ,1.182 ,-827.62  ,-596.3   ,-582.46  ,-517.88 ,-438.46 ,-377.15 ,-336.66 ,-316.51 ,-280.74 ,-248.63 ,-212.38 ,-208.32 ,-192.8  ,-177.42 ,-166.55 ,-143.66 ,-115.27 ,-96.24  ,-75.38  ,-62.43  ,-44.21  ,-20.02  ,-1.22  ,13.43  ,35.49  ,-826.83  ,202.31  ,298.32  ,227.75  ,165.94  ,131.67  ,108.54  ,92.98   ,81.05   ,71.38   ,63.12  ,56.64  ,49.77  ,46.32  ,42.21  ,38.84  ,36.34  ,35.36  ,34.41  ,35.51  ,37.04  ,39.33 ,42.37 ,35.49  ,305.82 ,304.38 ,305    ,304.46 ,305.92 ,306.06 ,305.06 ,305.72 ,306.52 ,306.86 ,306.74 ,304.36 ,305.07 ,304.65 ,305.23 ,304.64 ,305.6  ,305.62 ,306.52 ,306.58 ,305.24 ,306.34 ,298.61 ,271.32 ,246.06 ,240.2  ,265.43 ,292.35 ,303.8  ,306.4  ,304.56 ,307.19 ,306.73 ,308.41 ,306.53 ,305.16 ,304.91 ,304.9  ,302.95 ,305.74 ,302.77 ,307.81 ,306.29 ,304.29 ,305.48 ,306.94 ,306.45 ,306.79 ,11.09 ,18.59 ,19.35 ,17.82 ,16.39 ,15.99 ,17.54 ,15.72 ,14.36 ,12.57 ,12.66 ,19.13 ,0.19  ,-0.06 ,-0.23 ,0.03
    31 ,8.4   ,  145.71 ,1009.13 ,24.38 ,919.92 ,1.182 ,-893.52  ,-615.17  ,-604.45  ,-529.18 ,-445.03 ,-384.32 ,-342.76 ,-317.14 ,-275.51 ,-245.72 ,-212.04 ,-210.72 ,-194.91 ,-179.92 ,-167.01 ,-143.81 ,-115.43 ,-96.13  ,-75.37  ,-62.64  ,-44.24  ,-20.88  ,-2.13  ,11.91  ,34     ,-893.9   ,184.71  ,295.81  ,229.15  ,168.23  ,133.79  ,110.3   ,94.74   ,82.69   ,72.79   ,64.35  ,57.69  ,50.87  ,47.08  ,42.86  ,39.31  ,36.67  ,35.55  ,34.41  ,35.33  ,36.69  ,38.73 ,41.75 ,34     ,301.9  ,300.57 ,300.86 ,300.5  ,301.92 ,302.19 ,301.16 ,301.67 ,302.35 ,302.78 ,302.72 ,300.55 ,301.39 ,300.38 ,301.52 ,300.77 ,301.7  ,301.66 ,302.44 ,302.66 ,301.22 ,301.34 ,289.22 ,259.62 ,237.16 ,238.88 ,265.7  ,290.32 ,300.04 ,302.58 ,300.65 ,303.5  ,305.69 ,308.17 ,305.33 ,304.23 ,303.48 ,303.82 ,301.94 ,304.77 ,301.8  ,306.62 ,305.26 ,303.28 ,304.44 ,305.91 ,305.41 ,306.01 ,11.09 ,18.75 ,19.52 ,17.95 ,16.63 ,16.18 ,17.82 ,16.2  ,14.44 ,12.64 ,12.75 ,19.38 ,0.45  ,-0.06 ,-0.23 ,0.01
    32 ,8.6   ,  145.07 ,1009.15 ,24.4  ,919.8  ,1.182 ,-989.56  ,-654.7   ,-641.17  ,-550.16 ,-461.75 ,-399.47 ,-354.98 ,-311.02 ,-274.87 ,-248.88 ,-216.65 ,-214.54 ,-199.18 ,-181.88 ,-168.94 ,-144.63 ,-116.22 ,-96.51  ,-75.07  ,-62.21  ,-43.68  ,-20.14  ,-1.98  ,11.93  ,33.61  ,-991.57  ,164.77  ,298.8   ,236.09  ,175.52  ,140.36  ,115.76  ,100.1   ,87.63   ,77.32   ,68.52  ,61.55  ,54.31  ,50.41  ,45.98  ,42.12  ,39.3   ,37.98  ,36.56  ,37.27  ,38.32  ,40.17 ,42.86 ,33.61  ,303.45 ,302.24 ,302.62 ,302.09 ,303.52 ,303.41 ,302.61 ,303.26 ,303.95 ,304.41 ,304.35 ,302.08 ,302.77 ,302.08 ,303.08 ,302.3  ,303.26 ,303.33 ,304.1  ,304.21 ,302.56 ,300    ,282.19 ,250.38 ,234.09 ,244.83 ,273.36 ,295.56 ,302.3  ,304.19 ,302.13 ,305    ,305.2  ,307.13 ,304.77 ,303.95 ,303.18 ,303.63 ,301.65 ,304.41 ,301.26 ,306.13 ,304.93 ,302.98 ,304.05 ,305.51 ,305.02 ,305.5  ,10.84 ,18.72 ,19.5  ,17.94 ,16.54 ,15.97 ,17.39 ,15.84 ,14.21 ,12.48 ,12.6  ,19.27 ,-0.01 ,-0.08 ,-0.23 ,-0.13
    33 ,8.8   ,  144.28 ,1009.15 ,24.41 ,919.88 ,1.181 ,-1055.94 ,-682.68  ,-665.84  ,-566.43 ,-474.09 ,-411.79 ,-353.7  ,-311.42 ,-277.04 ,-255.13 ,-222.65 ,-218.43 ,-202.25 ,-184.01 ,-170.32 ,-146.53 ,-117.44 ,-97.75  ,-76.33  ,-63.14  ,-44.93  ,-21.18  ,-2.74  ,10.62  ,31.83  ,-1056.37 ,150.02  ,298.69  ,239.11  ,178.72  ,142.51  ,117.9   ,101.99  ,89.27   ,78.7    ,69.7   ,62.52  ,55.16  ,51.03  ,46.45  ,42.47  ,39.48  ,38.02  ,36.4   ,36.96  ,37.9   ,39.56 ,42.11 ,31.83  ,302.87 ,301.57 ,302    ,301.59 ,302.85 ,302.6  ,302.12 ,302.73 ,303.43 ,303.73 ,303.69 ,301.61 ,302.22 ,301.53 ,302.4  ,301.74 ,302.75 ,302.77 ,303.36 ,303.55 ,301.56 ,296.98 ,275.71 ,244.73 ,231.27 ,246.1  ,275.53 ,296.13 ,301.71 ,303.68 ,301.69 ,304.34 ,304.76 ,307.65 ,304.37 ,303.43 ,302.67 ,303.08 ,301.06 ,303.83 ,300.9  ,305.68 ,304.37 ,302.48 ,303.62 ,305.2  ,304.22 ,305.07 ,10.63 ,18.53 ,19.34 ,17.78 ,16.36 ,15.74 ,17.18 ,15.7  ,13.99 ,12.2  ,12.31 ,19.15 ,0.47  ,-0.02 ,-0.19 ,-0.1
    34 ,9     ,  141.44 ,1009.16 ,24.42 ,919.77 ,1.181 ,-1120.77 ,-705.8   ,-691.9   ,-584.6  ,-488.67 ,-422.83 ,-344.82 ,-313.46 ,-283.33 ,-262.17 ,-228.07 ,-221.56 ,-203.78 ,-185.41 ,-171.95 ,-146.29 ,-117.81 ,-97.85  ,-76.25  ,-63.08  ,-44.19  ,-20.9   ,-2.92  ,10.3   ,31.23  ,-1123.03 ,138.31  ,300.54  ,244.43  ,184.26  ,146.89  ,121.8   ,105.45  ,92.38   ,81.63   ,72.4   ,65.03  ,57.5   ,53.12  ,48.34  ,44.2   ,41.11  ,39.44  ,37.68  ,38.12  ,38.87  ,40.37 ,42.74 ,31.23  ,304.84 ,303.51 ,304.05 ,303.5  ,305.07 ,304.54 ,304.06 ,304.76 ,305.38 ,305.84 ,305.73 ,303.42 ,304.1  ,303.57 ,304.38 ,303.57 ,304.61 ,304.78 ,305.49 ,305.68 ,303.09 ,295.14 ,270.56 ,240.8  ,232.67 ,251.47 ,280.61 ,299.25 ,304    ,305.57 ,303.56 ,306.27 ,300.92 ,303.46 ,300.34 ,299.95 ,298.94 ,299.15 ,297.26 ,299.87 ,297.23 ,301.72 ,300.45 ,298.65 ,299.96 ,301.26 ,300.71 ,301.12 , 9.95 ,17.83 ,18.57 ,16.98 ,15.49 ,14.72 ,15.88 ,14.69 ,13.33 ,11.46 ,11.56 ,18.43 ,-0.28 ,-0.06 ,-0.16 ,0.1
    35 ,9.2   ,  146.83 ,1009.14 ,24.44 ,920.48 ,1.181 ,-1155.07 ,-710.61  ,-705.6   ,-593.49 ,-497.6  ,-405.8  ,-341.77 ,-315.12 ,-284.83 ,-262.87 ,-228.47 ,-220.5  ,-203.34 ,-184.62 ,-170.52 ,-146.04 ,-116.67 ,-96.58  ,-75.22  ,-62.06  ,-43.64  ,-20.36  ,-2.96  ,9.24   ,29.37  ,-1157.41 ,127.07  ,298.06  ,244.8   ,185.21  ,147.77  ,122.81  ,106.42  ,93.32   ,82.45   ,73.17  ,65.77  ,58.05  ,53.65  ,48.79  ,44.59  ,41.37  ,39.63  ,37.74  ,38.06  ,38.62  ,39.96 ,42.12 ,29.37  ,301.94 ,300.67 ,301.13 ,300.65 ,301.98 ,301.51 ,301.24 ,301.75 ,302.33 ,302.89 ,302.78 ,300.69 ,301.3  ,300.57 ,301.63 ,300.75 ,301.79 ,301.99 ,302.47 ,302.54 ,299.15 ,289.03 ,262.75 ,233.72 ,230.12 ,251.25 ,280.39 ,297.24 ,301.21 ,302.68 ,300.85 ,303.47 ,310.18 ,312.3  ,310.27 ,308.82 ,308.3  ,308.63 ,306.69 ,309.53 ,306.68 ,311.26 ,310.33 ,308.06 ,309.19 ,310.58 ,309.91 ,310.49 , 9.78 ,18.04 ,18.82 ,17.19 ,15.65 ,14.74 ,15.82 ,14.73 ,13.33 ,11.37 ,11.48 ,18.67 ,-0.24 ,-0.05 ,-0.17 ,0.07
    36 ,9.2   ,  143.5  ,1009.15 ,24.45 ,919.93 ,1.181 ,-1176.15 ,-717.97  ,-716.86  ,-601.53 ,-505.26 ,-407.81 ,-344.53 ,-318.13 ,-288.26 ,-266.41 ,-231.01 ,-222.41 ,-205.31 ,-185.68 ,-170.87 ,-145.83 ,-117.83 ,-97.37  ,-75.42  ,-62.46  ,-43.55  ,-20.57  ,-2.71  ,9.86   ,30.15  ,-1178.34 ,125.17  ,301.21  ,248.35  ,188.18  ,150.09  ,125.26  ,108.36  ,95.07   ,84.08   ,74.66  ,67.23  ,59.33  ,54.86  ,49.93  ,45.68  ,42.37  ,40.62  ,38.68  ,39     ,39.56  ,40.85 ,43.04 ,30.15  ,305.24 ,303.88 ,304.44 ,304    ,305.55 ,304.72 ,304.41 ,305.14 ,305.73 ,306.27 ,306.05 ,303.86 ,304.57 ,304.12 ,304.77 ,304.08 ,304.97 ,305.14 ,305.96 ,306.01 ,302.24 ,291.16 ,264.45 ,235.99 ,233.08 ,254.56 ,283.02 ,300    ,304.53 ,305.95 ,303.94 ,306.66 ,302.86 ,304.91 ,302.43 ,301.69 ,300.79 ,301.03 ,299.07 ,301.81 ,299.07 ,303.65 ,302.61 ,300.53 ,301.73 ,303.28 ,302.56 ,303.09 ,10.56 ,18.56 ,19.33 ,17.75 ,16.19 ,15.3  ,16.29 ,15.26 ,14    ,12.08 ,12.16 ,19.18 ,0.79  ,-0.08 ,-0.18 ,0.08
